BSS00046	H3K4me1	FINAL_H3K4me1_BSS00046.sub_VS_FINAL_WCE_BSS00046.pval.signal.bedgraph.gz
BSS00046	H3K4me3	FINAL_H3K4me3_BSS00046.sub_VS_FINAL_WCE_BSS00046.pval.signal.bedgraph.gz
BSS00047	ATAC-seq	FINAL_ATAC-seq_BSS00047.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00047	CTCF	FINAL_CTCF_BSS00047.sub_VS_FINAL_WCE_BSS00047.pval.signal.bedgraph.gz
BSS00047	DNase-seq	FINAL_DNase-seq_BSS00047.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00047	POLR2A	FINAL_POLR2A_BSS00047.sub_VS_FINAL_WCE_BSS00047.pval.signal.bedgraph.gz
BSS00048	CTCF	FINAL_CTCF_BSS00048.sub_VS_FINAL_WCE_BSS00048.pval.signal.bedgraph.gz
BSS00048	DNase-seq	FINAL_DNase-seq_BSS00048.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00048	H3K27ac	FINAL_H3K27ac_BSS00048.sub_VS_FINAL_WCE_BSS00048.pval.signal.bedgraph.gz
BSS00048	H3K4me3	FINAL_H3K4me3_BSS00048.sub_VS_FINAL_WCE_BSS00048.pval.signal.bedgraph.gz
BSS00048	POLR2A	FINAL_POLR2A_BSS00048.sub_VS_FINAL_WCE_BSS00048.pval.signal.bedgraph.gz
BSS00050	DNase-seq	FINAL_DNase-seq_BSS00050.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00051	DNase-seq	FINAL_DNase-seq_BSS00051.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00052	DNase-seq	FINAL_DNase-seq_BSS00052.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00054	H3K27ac	FINAL_H3K27ac_BSS00054.sub_VS_FINAL_WCE_BSS00054.pval.signal.bedgraph.gz
BSS00054	H3K27me3	FINAL_H3K27me3_BSS00054.sub_VS_FINAL_WCE_BSS00054.pval.signal.bedgraph.gz
BSS00054	H3K36me3	FINAL_H3K36me3_BSS00054.sub_VS_FINAL_WCE_BSS00054.pval.signal.bedgraph.gz
BSS00054	H3K4me1	FINAL_H3K4me1_BSS00054.sub_VS_FINAL_WCE_BSS00054.pval.signal.bedgraph.gz
BSS00054	H3K4me3	FINAL_H3K4me3_BSS00054.sub_VS_FINAL_WCE_BSS00054.pval.signal.bedgraph.gz
BSS00054	H3K9me3	FINAL_H3K9me3_BSS00054.sub_VS_FINAL_WCE_BSS00054.pval.signal.bedgraph.gz
BSS00055	ATAC-seq	FINAL_ATAC-seq_BSS00055.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00055	CTCF	FINAL_CTCF_BSS00055.sub_VS_FINAL_WCE_BSS00055.pval.signal.bedgraph.gz
